[8, 11, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 11, 1, 1, 1, 8, 11, 1, 11, 8, 1, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 8, 8, 1, 1, 1, 8, 11, 11, 11, 8, 8, 11, 8, 11, 11, 11, 1, 1, 1, 11, 11, 1, 11, 11, 8, 11, 8, 8, 8, 11, 8, 8, 11, 11, 1, 1, 1, 1, 1, 1, 11, 11, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 11, 1, 11, 1, 1, 11, 11, 1, 1, 1, 1, 11, 1, 8, 8, 3, 7, 3, 10, 10, 3, 3, 3, 11, 1, 11, 11, 11, 1, 1, 11, 1, 1, 1, 11, 1, 1, 13, 13, 13, 10, 3, 11, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 11, 11, 1, 1, 1, 11, 8, 11, 11, 11, 8, 8, 6, 13, 13, 13, 10, 10, 10, 10, 2, 2, 10, 13, 10, 13, 11, 13, 13, 1, 10, 10, 10, 4, 9, 9, 11, 13, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 5, 5, 5, 12, 5, 5, 5, 5, 5, 5]
[8, 1, 1, 1, 1, 11, 1, 11, 1, 11, 11, 1, 11, 11, 1, 1, 1, 8, 8, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 11, 1, 1, 1, 1, 1, 8, 8, 1, 11, 1, 1, 11, 1, 8, 8, 8, 1, 8, 11, 1, 1, 11, 11, 11, 1, 1, 11, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 11, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 3, 11, 1, 1, 1, 11, 11, 1, 1, 1, 1, 1, 11, 11, 11, 1, 11, 1, 11, 8, 8, 3, 7, 3, 10, 10, 3, 3, 3, 11, 1, 1, 1, 1, 11, 11, 1, 11, 1, 1, 1, 1, 1, 8, 13, 10, 10, 3, 1, 11, 1, 11, 11, 1, 1, 1, 1, 11, 11, 1, 11, 11, 1, 1, 1, 1, 11, 8, 1, 1, 1, 11, 1, 8, 1, 1, 1, 8, 8, 6, 13, 13, 13, 10, 13, 10, 10, 2, 2, 10, 13, 10, 8, 8, 8, 8, 11, 10, 10, 10, 4, 9, 6, 8, 8, 13, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 13, 5, 5, 5, 5, 5, 12, 5, 5, 5, 5, 5, 5]
[8, 1, 9, 1, 9, 9, 9, 1, 1, 9, 9, 9, 9, 1, 9, 9, 9, 8, 8, 9, 1, 8, 9, 1, 1, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 9, 8, 8, 9, 9, 1, 1, 8, 1, 8, 8, 8, 1, 8, 1, 1, 1, 9, 9, 9, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 9, 9, 9, 9, 1, 9, 1, 9, 9, 9, 1, 9, 3, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9, 1, 1, 9, 9, 9, 9, 1, 9, 8, 8, 3, 7, 3, 10, 10, 3, 3, 3, 1, 1, 1, 1, 1, 9, 9, 1, 9, 9, 1, 1, 9, 9, 8, 10, 10, 10, 3, 1, 1, 1, 1, 9, 9, 9, 9, 1, 1, 9, 9, 9, 9, 1, 1, 9, 9, 9, 8, 1, 1, 9, 9, 1, 8, 1, 1, 1, 8, 8, 6, 10, 3, 3, 10, 3, 10, 3, 2, 2, 3, 10, 10, 8, 8, 10, 10, 9, 10, 10, 10, 4, 6, 6, 1, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5]
[1, 9, 9, 9, 9, 9, 9, 1, 1, 9, 9, 9, 9, 1, 9, 9, 9, 1, 1, 9, 1, 1, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 1, 1, 9, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 1, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 1, 1, 3, 7, 9, 8, 3, 3, 3, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 9, 8, 8, 8, 8, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 8, 9, 9, 9, 1, 9, 9, 9, 9, 1, 9, 9, 9, 1, 1, 6, 8, 3, 3, 3, 8, 8, 3, 2, 2, 3, 8, 3, 8, 1, 8, 8, 8, 8, 8, 8, 4, 6, 6, 1, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5]
[8, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 11, 1, 1, 1, 8, 8, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 8, 8, 1, 1, 1, 1, 11, 1, 8, 8, 8, 1, 8, 11, 11, 11, 11, 11, 1, 1, 11, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 11, 11, 11, 11, 11, 8, 8, 3, 7, 3, 10, 10, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 11, 10, 10, 3, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 8, 8, 1, 1, 11, 1, 8, 1, 1, 1, 8, 8, 6, 13, 13, 13, 10, 13, 10, 10, 2, 2, 10, 13, 10, 11, 11, 11, 11, 11, 10, 10, 10, 4, 9, 9, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 5, 5, 5, 5, 5, 5]
[1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 3, 4, 3, 3, 2, 2, 3, 3, 1, 1, 3, 4, 1, 4, 4, 3, 3, 4, 4, 4, 1, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[8, 1, 1, 1, 1, 1, 1, 11, 8, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 1, 1, 1, 8, 11, 1, 8, 8, 8, 1, 8, 1, 11, 11, 11, 11, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 11, 11, 11, 11, 11, 8, 8, 3, 7, 1, 10, 10, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 11, 10, 10, 3, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 11, 1, 1, 1, 11, 1, 1, 1, 8, 1, 1, 11, 1, 8, 1, 1, 1, 8, 8, 6, 11, 10, 10, 10, 11, 10, 10, 2, 2, 10, 11, 10, 11, 11, 11, 11, 11, 10, 10, 10, 4, 9, 6, 8, 8, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 5, 5, 5, 12, 5, 5, 5, 5, 5, 5]
[8, 1, 1, 1, 9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 9, 1, 8, 9, 1, 1, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 8, 8, 9, 9, 1, 8, 9, 1, 1, 8, 8, 1, 8, 1, 1, 9, 9, 9, 9, 1, 9, 1, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 1, 1, 9, 9, 9, 9, 1, 9, 1, 9, 9, 9, 1, 9, 3, 1, 9, 9, 9, 9, 1, 9, 9, 9, 9, 1, 1, 9, 9, 9, 9, 1, 9, 8, 8, 3, 7, 3, 10, 10, 3, 3, 3, 1, 1, 1, 1, 1, 9, 9, 1, 9, 9, 1, 1, 1, 9, 8, 10, 10, 10, 3, 1, 1, 1, 1, 9, 9, 1, 9, 1, 1, 9, 9, 9, 9, 1, 1, 9, 9, 9, 1, 1, 1, 9, 9, 1, 8, 1, 1, 1, 8, 8, 6, 10, 10, 10, 10, 5, 10, 3, 2, 2, 10, 10, 10, 8, 8, 8, 8, 5, 10, 10, 10, 4, 6, 6, 8, 8, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5]
[1, 9, 9, 9, 9, 9, 9, 1, 1, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 9, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 1, 1, 9, 9, 9, 1, 1, 1, 8, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 1, 9, 9, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 3, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 8, 9, 1, 1, 3, 7, 3, 3, 3, 3, 3, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 9, 8, 8, 8, 8, 3, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9, 9, 1, 9, 9, 9, 9, 1, 9, 9, 9, 1, 1, 6, 8, 8, 8, 3, 8, 8, 3, 2, 2, 3, 8, 3, 8, 8, 8, 8, 8, 8, 8, 3, 4, 6, 6, 1, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5]
