[2, 5, 5, 5, 2, 2, 5, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 5, 5, 2, 2, 2, 5, 5, 2, 2, 2, 5, 5, 2, 5, 5, 2, 2, 5, 5, 2, 2, 2, 2, 5, 2, 5, 7, 7, 1, 4, 7, 7, 7, 4, 7, 4, 4, 7, 4, 7, 4, 7, 7, 4, 7, 4, 1, 7, 7, 7, 7, 7, 7, 1, 7, 4, 4, 4, 4, 1, 7, 7, 7, 7, 7, 4, 7, 7, 4, 7, 7, 7, 7, 7, 4, 7, 6, 1, 3, 1, 6, 3, 7, 3, 3, 8, 1, 1, 6, 1, 6, 6, 1, 8, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 8, 6, 1, 1, 3, 6, 1, 1, 6, 6, 6, 1, 6, 6, 6, 1, 1, 6, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
[2, 5, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 5, 5, 2, 2, 2, 5, 5, 2, 2, 2, 5, 5, 2, 5, 5, 2, 2, 5, 5, 2, 2, 5, 2, 5, 2, 5, 4, 1, 1, 4, 1, 4, 1, 4, 1, 4, 4, 1, 4, 4, 4, 1, 1, 4, 1, 4, 1, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 6, 1, 3, 6, 6, 3, 4, 3, 6, 6, 6, 6, 6, 1, 6, 6, 6, 3, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 3, 6, 1, 1, 3, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 1]
[11, 5, 5, 5, 11, 2, 11, 11, 5, 11, 2, 11, 5, 5, 11, 2, 2, 11, 2, 2, 11, 2, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2, 2, 2, 11, 11, 2, 11, 5, 11, 11, 5, 5, 2, 2, 2, 2, 5, 2, 11, 9, 9, 9, 4, 9, 7, 9, 4, 9, 10, 4, 9, 4, 4, 7, 9, 10, 7, 7, 4, 1, 7, 9, 7, 9, 9, 9, 9, 9, 4, 4, 4, 7, 1, 10, 9, 9, 7, 7, 7, 7, 9, 7, 4, 7, 7, 7, 7, 4, 7, 6, 1, 3, 1, 6, 3, 10, 3, 1, 1, 1, 1, 6, 1, 6, 6, 1, 8, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 8, 6, 9, 1, 3, 6, 1, 1, 6, 6, 6, 1, 6, 6, 6, 1, 1, 6, 1]
[11, 5, 5, 5, 11, 2, 11, 11, 5, 5, 2, 11, 5, 5, 2, 2, 2, 11, 2, 2, 11, 2, 11, 11, 11, 5, 11, 11, 11, 5, 5, 11, 2, 2, 5, 5, 11, 5, 5, 11, 2, 5, 5, 11, 2, 2, 2, 5, 2, 11, 9, 9, 9, 7, 9, 7, 9, 4, 9, 10, 4, 10, 7, 4, 7, 9, 10, 7, 7, 7, 1, 7, 9, 9, 9, 9, 9, 1, 9, 4, 4, 4, 7, 1, 10, 9, 9, 7, 7, 7, 7, 9, 7, 4, 7, 7, 7, 7, 4, 7, 6, 1, 3, 1, 6, 3, 10, 3, 1, 8, 1, 1, 6, 1, 6, 6, 1, 8, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 8, 6, 9, 1, 3, 6, 1, 1, 6, 6, 6, 1, 6, 6, 6, 1, 1, 6, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
[2, 5, 5, 5, 2, 2, 5, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 5, 5, 2, 2, 2, 5, 5, 2, 2, 2, 5, 5, 2, 5, 5, 2, 2, 5, 5, 2, 2, 2, 2, 5, 2, 5, 7, 7, 7, 4, 7, 7, 7, 4, 7, 4, 4, 7, 4, 7, 4, 7, 7, 4, 7, 4, 1, 7, 7, 7, 7, 7, 7, 1, 7, 4, 4, 4, 4, 1, 7, 7, 7, 7, 7, 4, 4, 7, 4, 7, 4, 7, 7, 7, 4, 7, 6, 1, 3, 8, 6, 3, 7, 3, 1, 8, 1, 1, 6, 1, 6, 6, 1, 8, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 8, 6, 1, 1, 3, 6, 1, 1, 6, 6, 6, 1, 6, 6, 6, 1, 1, 6, 1]
[11, 11, 11, 11, 11, 11, 11, 11, 5, 11, 2, 11, 11, 5, 2, 2, 2, 11, 2, 2, 2, 2, 11, 11, 11, 11, 11, 2, 11, 11, 11, 2, 2, 2, 11, 11, 2, 11, 5, 11, 2, 5, 5, 2, 2, 11, 2, 11, 2, 11, 9, 9, 9, 4, 9, 7, 9, 4, 9, 10, 4, 9, 4, 4, 4, 9, 10, 7, 7, 4, 1, 7, 9, 7, 9, 9, 9, 9, 9, 4, 4, 4, 7, 1, 10, 9, 9, 7, 7, 7, 7, 9, 7, 4, 7, 7, 7, 7, 4, 7, 6, 1, 3, 1, 6, 3, 10, 3, 1, 6, 1, 1, 6, 1, 6, 6, 1, 8, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 8, 6, 9, 1, 3, 6, 1, 1, 6, 6, 6, 1, 6, 6, 6, 1, 1, 6, 1]
[2, 5, 5, 5, 2, 5, 5, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 5, 5, 2, 2, 2, 5, 5, 2, 2, 2, 5, 5, 2, 5, 5, 2, 2, 5, 5, 2, 2, 5, 2, 5, 2, 5, 6, 1, 1, 4, 1, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 1, 4, 1, 4, 6, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 1, 4, 1, 4, 4, 4, 1, 4, 4, 6, 1, 3, 3, 6, 3, 4, 3, 6, 3, 1, 6, 6, 1, 6, 6, 6, 3, 3, 1, 6, 1, 3, 1, 6, 3, 1, 1, 6, 3, 3, 3, 6, 1, 1, 3, 6, 6, 1, 6, 6, 6, 1, 6, 6, 6, 1, 6, 6, 1]
